ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Source_comment,Coders
GB286-omii1238,omii1238,GB286,?,,,s_Goyvaerts_Kaliko,Goyvaerts (1986),RHE
GB286-onaa1245,onaa1245,GB286,0,GB286-0,,s_Berscia_Selknam[72],Rojas Berscia (2014: 72),JLE
GB286-onon1246,onon1246,GB286,0,GB286-0,,g_Woodbury_Onondaga[408],Woodbury (2018:408),BHR
GB286-onto1237,onto1237,GB286,?,,Not mentioned,g_Salmond_Luangiua;s_Hogbin_Ongtong;s_Lanyon-Orgill_Leuangiua,Hogbin 1930; Lanyon-Orgill 1944; Salmond 1974,SY
GB286-opat1246,opat1246,GB286,?,,,g_Guzman_Teguima;typ_Shaul_Teguima_Morphology,Shaul 1990; Guzmán Betancourt 2009 [1702],RHE
GB286-oriy1255,oriy1255,GB286,0,GB286-0,,g_NeukomPatnaik_Oriya[347-348],Neukom & Patnaik (2003:347-348),EJ
GB286-orma1241,orma1241,GB286,1,GB286-1,,s_Heine_Munyo[162-163],Heine 1980:162-163,HS
GB286-oroc1248,oroc1248,GB286,0,GB286-0,,g_AvrorinBoldyrev_Orocskogo[1-386],Boldyrev (2001:1-386),NH
GB286-oroh1237,oroh1237,GB286,?,,Not discussed,s_Ivens_Oroha,Ivens 1927,NP
GB286-orok1265,orok1265,GB286,0,GB286-0,,s_Tsumagari_Uilta[15],Tsumagari (2009:15),NH
GB286-orok1266,orok1266,GB286,?,,,68585[1-72];s_Friesen_Oroko,Shu 1993:1-72; Friesen 2002:i-134,JV
GB286-orok1267,orok1267,GB286,?,,"Brown does not describe the interrogative marker as a clitic, but says that it functions similarly to Toaripi. Wurm described the interrogative marker as a clitic in Toaripi.",hvs_Brown_Eleman_1973[362],Brown 1973:362,NP
GB286-orok1269,orok1269,GB286,0,GB286-0,,s_Healeyetal_Orokaiva[55],Chittleborough and Healey and Isoroembo (1969:55),JLA
GB286-orow1242,orow1242,GB286,0,GB286-0,,s_Tsuji_Oroe[17],Tsuji 2014:17,RSC
GB286-osam1235,osam1235,GB286,?,,No mention,s_Mokrani_Samaye[1-150],Mokrani (2005:1-150),BHR
GB286-otor1240,otor1240,GB286,0,GB286-0,,g_Stevenson_Otoro[294],Stevenson 2009:294,SVM
GB286-otta1242,otta1242,GB286,0,GB286-0,,g_Valentine_Nishnaabemwin[975-979],Valentine (2001:975-979),HPG
GB286-owaa1237,owaa1237,GB286,1,GB286-1,,sd_Mellow_Owa[84],Mellow 2014:84,SM
GB286-paaa1242,paaa1242,GB286,0,GB286-0,,"g_Skinner_Paanci[51, 81-91]","Skinner (1979:51, 81-91)",JG
GB286-paam1238,paam1238,GB286,0,GB286-0,,g_Crowley_Paamese[240-241],Crowley (1982:240-241),SPE
GB286-paas1238,paas1238,GB286,0,GB286-0,,g_MacGilletal_Sisaala[125-126],"MacGill, Fembeti & Toupin (1999:125-126)",CK;JN
GB286-paco1243,paco1243,GB286,0,GB286-0,,g_Alves_Pacoh[300-302];g_Alves_Pacoh_2006[91-105],Alves (2000:300-302); Alves (2006:91-105),AB;TWE
GB286-pagi1243,pagi1243,GB286,0,GB286-0,,s_Reeder_Pagibete[85],Reeder (1998:85),EJ
GB286-pagu1249,pagu1249,GB286,0,GB286-0,Deduced from the examples.,"s_Wimbish_Pagu[26, 44, 77, 136, 139-140]","Wimbish (1991:26, 44, 77, 136, 139-140)",HPG
GB286-pahn1237,pahn1237,GB286,0,GB286-0,,g_MaoLi_Baheng[65-66],"Mao, Zongwu & Li (1997:65-66)",MY
GB286-pait1244,pait1244,GB286,0,GB286-0,,g_Singh_Paite_1985[261-265],Singh 1985:261-265,JV
GB286-pala1344,pala1344,GB286,0,GB286-0,,g_Josephs_Palauan[409-412],Josephs (1975:409-412),JLA
GB286-pali1279,pali1279,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",s_GreenGreen_Palikur[19],Green and Green 1972:19,AS;CB;MM;PE
GB286-pamb1243,pamb1243,GB286,?,,Not mentioned.,s_Santandrea_Banda-Zande[153],Santandrea (1965: 153),JLE
GB286-pamo1252,pamo1252,GB286,?,,Polar interrogation not treated,g_Adriani_Baree;typ_Verguin_Baree,Adriani (1931); Verguin (1959),HH
GB286-pamp1243,pamp1243,GB286,0,GB286-0,,gd_Mirikitani_Kapampangan,Mirikitani 1971: in passim,MM
GB286-pana1305,pana1305,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_Dayley_Panamint[44],Dayley 1989:44,HunterGatherer;RHE
GB286-pana1307,pana1307,GB286,0,GB286-0,,g_Dourado_Panara,Dourado 2001,RHE
GB286-pang1287,pang1287,GB286,?,,Not mentioned,g_Stirnimann_Pangwa[81-213],Stirnimann 1983:81-213,ER
GB286-pang1290,pang1290,GB286,?,,,g_Benton_Pangasinan[1-228],Benton_grammar 1971:1-228,ML
GB286-pang1291,pang1291,GB286,?,,,s_Walton_Sama_1983[1-155],Walton 1983:1-155,JSA;LS
GB286-panj1256,panj1256,GB286,0,GB286-0,,g_Bhatia_Punjabi[4-5],Bhatia (1993:4-5),JG
GB286-pano1254,pano1254,GB286,1,GB286-1,,g_Aguiar_Katukina[227],Aguiar 1994: 227,MP
GB286-pano1255,pano1255,GB286,0,GB286-0,,s_Gomes_Huariapano[51],Gomes 2010: 51,JM;RZ
GB286-pany1241,pany1241,GB286,1,GB286-1,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology) Checked by coder and changed from 0 to 1 - evidence of a polar interrogative clitic which can attach to verbs. ","g_Dench_Panyjima[203, 207]","Dench 1991:203, 207",HunterGatherer
GB286-papa1238,papa1238,GB286,?,,"Unclear, an optional bound exponent a- might fulfill this function.",s_Levy_Totonaco[37],Levy (1990: 37ff.),RHE
GB286-papa1265,papa1265,GB286,0,GB286-0,,g_Smith_Papapana[33],Smith 2015:33,NP
GB286-papa1268,papa1268,GB286,?,,very restricted material,sd_Gossens_Dusun,Gossens 1924: in passim,MM
GB286-papi1254,papi1254,GB286,?,,Not discussed,styp_Cleary-Kemp_Koro[57],Cleary-Kemp 2015:57,NP
GB286-papu1250,papu1250,GB286,0,GB286-0,,g_Kluge_Papuan-Malay_2017[258],Kluge (2017:258),JLA
GB286-para1301,para1301,GB286,0,GB286-0,,g_Seng_Wa[103],Seng Mai (2012:103),JC
GB286-para1302,para1302,GB286,0,GB286-0,,g_Barkman_Jejara[148-154],Barkman (2014:148-154),JK
GB286-para1311,para1311,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_Ayala_Guarani_1996[37-8],Ayala 1996:37-8,HunterGatherer
GB286-para1316,para1316,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",s_Patte_Anun,Patte 1989,HunterGatherer
GB286-pare1266,pare1266,GB286,0,GB286-0,,s_AndersonRau_Gorum[414],Gregory D.S. Anderson and Felix Rau (2008:414): Gorum. In G. D. S. Anderson (ed.) The Munda Languages. Routledge Language Family Series. London: Routledge. 385-433.,TWI
GB286-pare1272,pare1272,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_Brandao_Paresi-Haliti[338];s_Brandao_Paresi-Haliti[13],Brandão 2010:13; Brandão (2014:338),AS;CB;MM;OK;PE
GB286-pate1247,pate1247,GB286,0,GB286-0,,g_Laucketal_Patep[9],Lauck & Adams 1976:9,KSA
GB286-patp1243,patp1243,GB286,0,GB286-0,,"g_Condra_Patpatar[154, 158-160];g_Peekel_Pala[199]","Condra 1989:154, 158-160; Peekel 1909:199",RSC
GB286-patt1248,patt1248,GB286,?,,"There are two clause-final interrogative markers, 'a' and 'da'. Unclear from Sharma (1982:189) whether these are particles, or enclitics.",g_Sharma_Pattani[189],Sharma (1982:189),BHR
GB286-paul1238,paul1238,GB286,0,GB286-0,,g_Stresemann_Paulohi,Stresemann 1918:in passim,KSA
GB286-pawa1255,pawa1255,GB286,1,GB286-1,,s_Trefry_KumanPawaian[18],Trefry 1969:18,NP
GB286-pawn1254,pawn1254,GB286,0,GB286-0,,g_Parks_Pawnee[243-246],Parks (1976:243-246),KS
GB286-payn1244,payn1244,GB286,1,GB286-1,,s_Daniels_Manat[626-632],Daniels (2015:626-632),ER;SPI
GB286-pech1241,pech1241,GB286,1,GB286-1,,s_Holt_Pech[75],Holt (1999:75),RHE
GB286-peer1241,peer1241,GB286,0,GB286-0,,"g_Raen_Pere[54-55, 189-190]","Raen (1981: 54-55, 189-190)",JLE
GB286-pela1242,pela1242,GB286,0,GB286-0,,g_Dai_Bola[250-251],"Dai, Jia & Kong (2007:250-251)",MY
GB286-pemo1248,pemo1248,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_OlzadeArmellada_Pemon[143],de Armellada 1999:143/49 145,HunterGatherer
GB286-pend1242,pend1242,GB286,0,GB286-0,,g_Quick_Pendau[539-540],Quick (2007:539-540),RHA
GB286-peng1244,peng1244,GB286,?,,,g_BurrowBhattacharya_Pengo[1-233],Burrow and Bhattacharya 1970:1-233,JV
GB286-penr1237,penr1237,GB286,0,GB286-0,,s_Yasuda_Penrhyn,Yasuda 1968,SM
GB286-peri1253,peri1253,GB286,0,GB286-0,,s_Georg_Ordos[208],Georg (2003:208),TWI
GB286-phai1238,phai1238,GB286,0,GB286-0,,g_Malapol_Pray[168-169],Malapol 1989:168-169,JV
GB286-phoe1239,phoe1239,GB286,?,,,g_Krahmalkov_Phoenician-Punic[1-337],Krahmalkov (2001:1-337),EJ
GB286-phom1236,phom1236,GB286,0,GB286-0,,"g_Bano_Phom[65-66, 218-220]","Bano (2008:65-66, 218-220)",JK
GB286-phon1246,phon1246,GB286,0,GB286-0,In general it is an isolating language and in the few examples of polar interrogation there is also no verbal morphology.,"s_The_Phong[199, 211]","Thê (2000:199, 211)",HPG
GB286-piap1246,piap1246,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_Reinoso_Piapoco[271],Galindo 2002: 271,HunterGatherer
GB286-pich1237,pich1237,GB286,1,GB286-1,,g_Payne_Asheninca[153],Payne 1989: 153,JM
GB286-piji1239,piji1239,GB286,?,,Not discussed,g_Jourdan_Pijin,"Jourdan 2004, Jourdan 2007",NP
GB286-pila1245,pila1245,GB286,0,GB286-0,,g_Vidal_Pilaga[348-349],Vidal (2001:348-349),HPG
GB286-pile1238,pile1238,GB286,0,GB286-0,,g_NaessHovdhaugen_Vaeakau-Taumako[398-400],Næss & Hovdhaugen 2011:398-400,NP
GB286-pima1248,pima1248,GB286,0,GB286-0,,g_Estrada_Pima-Bajo_2014,Estrada Fernández 2014,RHE
GB286-pina1252,pina1252,GB286,0,GB286-0,,"s_Melliger_Pinai-Hagahai[10, 37]","Melliger 1998:10, 37",RSC
GB286-ping1243,ping1243,GB286,0,GB286-0,NA,s_GoodWelley_Pingilapese[43],Good and Welley 1989:43,DP
GB286-pint1250,pint1250,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_HansenHansen_Pintupi[196],Hansen & Hansen 1978:196,HunterGatherer
GB286-pipi1250,pipi1250,GB286,0,GB286-0,,g_Campbell_Pipil[114],Campbell (1985:114),RHE
GB286-pite1240,pite1240,GB286,0,GB286-0,,,"Joshua Wilbur, p.c.",RK
GB286-pitt1247,pitt1247,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [?] HG211. Polar questions: verb morphology)",s_Blake_Pitta-Pitta[223],Blake 1979:223,HunterGatherer;ML
GB286-plai1258,plai1258,GB286,0,GB286-0,,g_Wolvengrey_Plains-Cree[304-311],Wolvengrey (2011:304-311),HPG
GB286-plau1238,plau1238,GB286,0,GB286-0,,s_Neufeld_Plautdietsch[55],Neufeld 2000:55,KSA
GB286-pnar1238,pnar1238,GB286,0,GB286-0,,g_Ring_Pnar[232-234],Ring (2015:232-234),MJ;TWE
GB286-pohn1238,pohn1238,GB286,0,GB286-0,,g_Rehg_Ponapean[311-312],Rehg 1981:311-312,RSC
GB286-poko1263,poko1263,GB286,0,GB286-0,,g_BarojaSikamoyPartany_Pokot[266-267],Baroja (1989:266-267),NH
GB286-poli1260,poli1260,GB286,0,GB286-0,,g_Swan_Polish[401],"Swan, Oscar E. (2002:401)",KK
GB286-popt1235,popt1235,GB286,1,GB286-1,,g_Craig_Jacaltec[46],Craig (1977:46),RHE
GB286-port1283,port1283,GB286,0,GB286-0,,g_Whitlam_Brazilian-Portuguese[245],Whitlam 2011: 245,MM
GB286-port1285,port1285,GB286,1,GB286-1,Declaratives and polar interrogatives share the same verbal morphology,g_Charpentier_Port-Sandwich[194-195],"Charpentier (1979:194-195), Crowley (2001:659)",GF
GB286-pott1240,pott1240,GB286,?,,not found,316939[1-134],Bhaskararao 1980:1-134,JI;NK
GB286-poya1241,poya1241,GB286,0,GB286-0,,s_dePaula_Poyanawa[87],De Paula 1992: 87,MP;RZ
GB286-pras1239,pras1239,GB286,?,,Not mentioned,hvw_Grierson_8_II;s_Morgenstierne_Prasun,Morgenstierne 1949; Grierson 1919; Morgenstierne 1949,HJH;HS;MM
GB286-psik1239,psik1239,GB286,0,GB286-0,,g_Smith_Kapsiki[144],Smith (1969:144),JN
GB286-puel1244,puel1244,GB286,?,,Polar interrogation not described,s_Casamiquela_Gununa-Kune;typ_Orden_Gunun-Iajich;typ_Orden_Gunun-Iajich_Morfologico;typ_Orden_Gununa-Iajech_Nominal,Casamiquela (1983); Orden_nominal (2008); Orden (2011); Orden_palabras (2008-2009),HH
GB286-puka1242,puka1242,GB286,0,GB286-0,,g_Salisbury_Pukapukan[497],Salisbury 2002: 497,EK
GB286-pula1262,pula1262,GB286,0,GB286-0,,g_Diallo_FuutaJaloo[107-109],Diallo 2000:107-109,HS
GB286-pula1263,pula1263,GB286,0,GB286-0,,g_FofanaSchleicher_Pulaar[304],Fofana 2002:304,HS
GB286-pulu1242,pulu1242,GB286,0,GB286-0,,s_Lynch_Puluwatese[814],Lynch 2002:814,NP
GB286-puma1239,puma1239,GB286,0,GB286-0,,g_Sharma_Puma[201],Sharma 2014:201,ER;ML
GB286-pume1238,pume1238,GB286,0,GB286-0,,s_Guerreiro_Yaruro;s_MosonyiGarcia_Yaruro,Guerreiro de Pirela 2016; Mosonyi and Garcia 2000,RHE
GB286-puni1241,puni1241,GB286,?,,,g_Friedrich_Punische[1-162];g_Krahmalkov_Phoenician-Punic[1-337],Krahmalkov (2001:1-337); Friedrich (1951:1-162),EJ
GB286-puoc1238,puoc1238,GB286,?,,not enough information,g_PogibenkoBuy_Ksingmul,Pogibenko 1990: in passim,MM
GB286-puqu1242,puqu1242,GB286,1,GB286-1,,s_AdelaarvandeKerke_Puquina[132],Adelaar & van de Kerke (2009:132),HH
GB286-pura1257,pura1257,GB286,0,GB286-0,,"s_KairiKolia_Purari[6, 8, 16, 22]","Kairi & Kolia (1977: 6, 8, 16, 22)",AR
GB286-pure1242,pure1242,GB286,1,GB286-1,,"g_Chamoreau_Purepecha[113, 241]","Chamoreau (2000: 113, 241)",RHE
GB286-puri1258,puri1258,GB286,1,GB286-1,,gv_Zemp_Purik[651],Zemp (2018:651),BHR
GB286-qanj1241,qanj1241,GB286,?,,,g_Montejo_Qanjobal;typ_Martin_Kanjobal,Montejo (1996) ; Martin (1977),RHE
GB286-qawa1238,qawa1238,GB286,0,GB286-0,,g_Aguilera_Kawesqar[226-227],Aguilera 2001:226-227,SR
GB286-qima1242,qima1242,GB286,1,GB286-1,,g_Leyew_Kemantney_2000[218-219],Leyew (2000:218-219),EJ
GB286-quap1242,quap1242,GB286,0,GB286-0,,s_Rankin_Quapaw[490],Rankin (2005:490),BHR
GB286-quer1236,quer1236,GB286,0,GB286-0,,gt_Palancar_Hnohno[400],Palancar (2009: 400),RHE
GB286-quey1238,quey1238,GB286,?,,Minimal information. Short grammar sketch.,ld_Nishida_Chuyu[77-85],Nishida (2008:77-85),MY
GB286-quil1240,quil1240,GB286,1,GB286-1,,g_Andrade_Quileute[209],Andrade (1933: 209),RHE
GB286-quio1240,quio1240,GB286,0,GB286-0,,g_Robbins_Quiotepec[177-178],Robbins 1965:177-178,EJ;JSA
GB286-rabh1238,rabh1238,GB286,0,GB286-0,,"gd_Joseph_Rabha[303-304,315-335, 377, 385-386,405, 485, 569]","Joseph (2007:303-304,315-335, 377, 385-386,405, 485, 569)",JK
GB286-rade1240,rade1240,GB286,0,GB286-0,,s_Nguyen_Ede[17],Nguyen (2006:17),FS
GB286-raji1240,raji1240,GB286,0,GB286-0,"However, there is only one example in the grammar",s_Khatri_Raji[40],Khatri (2008:40),RHA
GB286-rama1270,rama1270,GB286,?,,not mentioned,g_Grinevald_Rama_1990,Grinevald (1990),RHE
GB286-rapa1244,rapa1244,GB286,0,GB286-0,,g_Kieviet_Rapa-Nui,Kieviet 2017,YGA
GB286-rapa1245,rapa1245,GB286,0,GB286-0,,g_Walworth_Rapa-Iti[71],Walworth 2015:71,YGA
GB286-rapo1238,rapo1238,GB286,?,,Not discussed,sd_Muller_Konua,Muller 1954,NP
GB286-raro1241,raro1241,GB286,0,GB286-0,,g_Nicholas_Southern-Cook-Islands-Maori[39],Nicholas 2016:39,SM
GB286-rata1244,rata1244,GB286,0,GB286-0,This is based on only a few examples.,"s_HimmelmannWolff_Toratan[54, 64, 77]","Himmelmann & Wolff (1999:54, 64, 77)",RHA
GB286-raut1239,raut1239,GB286,0,GB286-0,,"s_Khadka_Boto-Boli[40-41, 83-86, 95-96]","Khadka (2006:40-41, 83-86, 95-96)",EJ;JK
GB286-reja1241,reja1241,GB286,0,GB286-0,,s_ClayreCubit_Kayan[54],Clayre & Cubit 1974: 54,MM
GB286-remb1250,remb1250,GB286,0,GB286-0,not mentioned.,g_Schmidt_Wangka-Rembong-Riung,Schmidt 2014:in passim,JY
GB286-remo1247,remo1247,GB286,?,,"The section on interrogatives is extremely short, unable to confirm.",s_Lobel_Hatang-Kayi[14-15];s_Santos_Sinauna[1-75],Lobel and Surbano 2019:14-15; Santos 1975:1-75,JRI
GB286-reng1252,reng1252,GB286,0,GB286-0,,g_Gregorson_Rengao[39],Gregerson (1979:39),JG
GB286-renn1242,renn1242,GB286,?,,"Grammar does not overtly mention polar interrogation, though constructions seem to indicate similar construction between declaritive and interrogative","g_Elbert_Rennell[154, 264]","Elbert 1988:154, 264",DP
GB286-rere1240,rere1240,GB286,?,,Polar interrogation not treated.,s_Morton_Pangkumu-Malekula,Morton (1891),GB
GB286-reye1240,reye1240,GB286,?,,No information on polar interrogation.,s_Guillaume_Maropa,Guillaume 2012: in passim,JM
GB286-rian1263,rian1263,GB286,0,GB286-0,,s_Choi_Riantana[45],Choi (2015:45),HH
GB286-rikb1245,rikb1245,GB286,1,GB286-1,Enclitic =ja,g_Silva_Rikbaktsa[232],Silva (2011: 232ff.),RHE
GB286-roma1326,roma1326,GB286,0,GB286-0,,g_Caduff_Rumantsch[20],Caduff 2006: 20,MM
GB286-romb1245,romb1245,GB286,0,GB286-0,,s_Law_Romblomanon[29-30],Law 1997:29-30,JRI
GB286-rong1264,rong1264,GB286,0,GB286-0,,s_Sharma_Marchha[163];s_Sharma_Rongpo[231-233],Sharma (1990:163); Sharma (2001:231-233),JG
GB286-rong1266,rong1266,GB286,1,GB286-1,,g_Tiwari_Kabui[179-182],Tiwari (1971:179-182),JG
GB286-ronn1241,ronn1241,GB286,0,GB286-0,,g_Seibert_Ron[117],Seibert 1998:117,RK
GB286-roto1249,roto1249,GB286,0,GB286-0,,g_Robinson_Rotokas[117],Robinson 2011:117,NP
GB286-rotu1241,rotu1241,GB286,0,GB286-0,,s_Vamarasi_Rotuman[32],Vamarasi 2002:32,NP
GB286-rovi1238,rovi1238,GB286,0,GB286-0,,s_Corston-Oliver_Roviana[494],Corston-Oliver 2002:494,NP
GB286-ruch1235,ruch1235,GB286,0,GB286-0,,"s_Chen_Deang[69-70, 98-99];s_Deepadung_Daraang-Palaung[1077]","Chen, Wan and Lai (1986:69-70, 98-99); Deepadung, Rattanapitak and Buakaw (2015:1077)",MY
GB286-ruka1240,ruka1240,GB286,1,GB286-1,,g_Zeitoun_Rukai[480-483],Zeitoun 2005:480-483,JRI
GB286-ruma1248,ruma1248,GB286,0,GB286-0,,s_Yan_Benglong[75],Yan (1983:75),MY
GB286-rumu1243,rumu1243,GB286,1,GB286-1,,sd_Petterson_Rumu[14],Petterson (1999:14),ER
GB286-rund1243,rund1243,GB286,0,GB286-0,,hvs_Omar_Malay-Malaysia[361],Omar 1983:361,JLA
GB286-rung1258,rung1258,GB286,1,GB286-1,,g_Nougayrol_Aiki[62],Nougayrol (1990: 62),RHE
GB286-rung1259,rung1259,GB286,?,,"Yes-no questions are discussed at the end, only the answers to yes-no questions are provided. No examples given.",hvs_Omar_Malay-Malaysia[214],Omar 1983:214,JLA
GB286-russ1263,russ1263,GB286,1,GB286-1,,g_Andrews_Russian[124];g_DunnKhairov_Russian[336],"Andrews (2004:124), Timberlake (2009:462-463), Dunn & Khairov (2009:336)",IC;TM
GB286-russ1264,russ1264,GB286,0,GB286-0,it can be attached to a verb or be free-standing (in examples in Sanzeev (1962) it is free-standing),g_Poppe_Buriat[125];g_Sanzheev_Buryatskogo[317],Sanzeev (1962:317); Poppe (1960:125),NH
GB286-rutu1240,rutu1240,GB286,0,GB286-0,,s_Alekseev_Rutul[254],Alekseev (1994:254),NH
GB286-saaa1240,saaa1240,GB286,?,,Not discussed,sd_Ivens_SaaUlawa;styp_Ashley_Saa,Ivens 1918; Ashley 2012,NP
GB286-saaa1241,saaa1241,GB286,?,,There is no mention of polar interrogatives in the grammar and no examples are found.,s_Elliott_Sa[1-235],Elliott (1976:1-235),JLA
GB286-saam1283,saam1283,GB286,?,,"No section on polar interrogation, few examples found.","s_Botneetal_Lusaamia[26, 77]","Botne (2006:26, 77)",JG
GB286-saar1237,saar1237,GB286,1,GB286-1,,g_Pan_Saaroa[313-315],Pan (2012:313-315),AB;TWE
GB286-saba1263,saba1263,GB286,0,GB286-0,,g_Aye_Bazaar-Malay[231-232],Aye (2005:231-232),JLA
GB286-saba1267,saba1267,GB286,?,,"Yes-no questions are discussed at the end, only the answers to yes-no questions are provided. No examples given.",hvs_Omar_Malay-Malaysia[157-182],Omar 1983:157-182,JLA
GB286-saba1268,saba1268,GB286,1,GB286-1,,g_deAraujo_Sabane[205-208],Antunes de Araujo (2004:205-208),HPG
GB286-sabu1255,sabu1255,GB286,0,GB286-0,,"g_Walker_Sawu_1981[17, 95]","Walker (1980:17, 95)",RHA
GB286-safw1238,safw1238,GB286,1,GB286-1,,s_Vooehoeve_Safwa[52],Voorhoeve (1967:52),JLA
GB286-saga1262,saga1262,GB286,?,,,s_Wray_Taita[5-76],Wray 1894:5-76,ML
GB286-sais1237,sais1237,GB286,1,GB286-1,,10_2307_44505355[167],Zeitoun and Chu 2015:167,ED
GB286-saka1289,saka1289,GB286,0,GB286-0,,g_Touati_Sakao[137-138],Touati 2014:137-138,NP
GB286-saka1291,saka1291,GB286,?,,no information,14148;hvs_Dahl_Malgache-Maanjan;s_Tshiangale_Sakalava,Dahl 1951: in passim; Dahl 1968: in passim; Tshiangale 1996: in passim,MM
GB286-saki1247,saki1247,GB286,0,GB286-0,,"s_Tsukida_Sakizaya-Amis[380, 389]","Tsukida 1993:380, 389",JG
GB286-saki1248,saki1248,GB286,0,GB286-0,,g_Galucio_Mekens[161],Galucio (2001: 161),RHE
GB286-sali1253,sali1253,GB286,?,,Very limited data.,g_Turner_Salinan[1-226],Turner (1987: 1-226),AR
GB286-samb1305,samb1305,GB286,0,GB286-0,,g_Fabre_SambaLeko_2002[291],Fabre (2002: 291),GB
GB286-samb1311,samb1311,GB286,0,GB286-0,,s_Boyd_Chamba-Daka,Boyd (2004),RHE
GB286-samo1303,samo1303,GB286,?,,Not discussed,hvs_Shaw_MtBosavi,Shaw 1973; Shaw & Shaw 1973,RSC
GB286-samo1305,samo1305,GB286,0,GB286-0,"The TAM marker can be cliticized to the polar interrogative marker, but this doesn't make it the verb.",g_MoselHovdhaugen_Samoan[484-485],Mosel and Hovdhaugen 1992:484-485,GR;MD;RSI
GB286-sana1295,sana1295,GB286,0,GB286-0,Not discussed; inferred from example.,g_Watson_Sanani-Arabic[266],Watson (1993:266),NB
GB286-sana1297,sana1297,GB286,0,GB286-0,,s_Bartens_San-Andres-Creole[111],Bartens (2013: 111),JW
GB286-sanb1241,sanb1241,GB286,0,GB286-0,,g_deAzcona_Zapotec[369],Beam 2004:369,JG
GB286-sanb1242,sanb1242,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_Erice_Kuna;g_Smith_Guna,Smith texts; Erice (1980); Smith (2014),AS;CB;MM;PE;RHE
GB286-sand1273,sand1273,GB286,?,,clitic,g_Steeman_Sandawe[219],Steeman 2012:219,SVM
GB286-sand1278,sand1278,GB286,0,GB286-0,,g_Salminen_Umbeyajts[212],Salminen (2017: 212),RHE
GB286-sang1321,sang1321,GB286,1,GB286-1,,s_Imchen_Sangtam[74-75],Imchen (2014:74-75),JG
GB286-sang1330,sang1330,GB286,?,,Not mentioned,s_Bechon_Sangu[1-66],Bechon (2000: 1-66),NL
GB286-sang1331,sang1331,GB286,?,,,sd_Clarke_Luba-Sanga[1-146],Clarke 1911:1-146,ML
GB286-sani1269,sani1269,GB286,0,GB286-0,,g_Ma_Sani-Yi[148-150],Ma 1951: 148-150,JY
GB286-sanj1284,sanj1284,GB286,0,GB286-0,,"s_Lee_San-Lucas-Quiavini-Zapotec[6-7, 17]","Lee 2008:6-7, 17",JG
GB286-sanm1289,sanm1289,GB286,0,GB286-0,,g_Weberetal_Quechua-San-Martin[66-67],Coombs and Coombs and Weber 1976: 66-67,JVE;RZ
GB286-sanm1295,sanm1295,GB286,0,GB286-0,"Yes/No questions are identical in form to statements. That is, there is no marking of the interrogative status of such forms—by question particle, intonation, tone, or other method.",g_Macaulay_Chalcatongo-Mixtec[125-126],Macaulay 1996:125-126,JG
GB286-sanm1301,sanm1301,GB286,1,GB286-1,The clitic may also adhere to focused (preverbal) constituents,typ_Stark_Ngigua[16],Stark 2014:16,RHE
GB286-sant1410,sant1410,GB286,0,GB286-0,"""Yes/no - questions are marked by stress on the last syllable of the verb"" Neukom (2001:48)",g_Neukom_Santali[48],Neukom (2001:48),TWI
GB286-sant1436,sant1436,GB286,0,GB286-0,,g_Towne_Tacuate-Zacatepec,Towne 2011,RHE
GB286-sant1451,sant1451,GB286,0,GB286-0,,g_Black_Quiegolani-Zapotec[84],Black 1994:84,JG
GB286-sanu1240,sanu1240,GB286,0,GB286-0,"(Autotranslated from HG211:* -> GB286:*, given [0] HG211. Polar questions: verb morphology)",g_Borgman_Sanuma[72-73],Borgman 1990: 72-73,HunterGatherer
GB286-sapo1253,sapo1253,GB286,0,GB286-0,,s_Ross_Taiof[438],Ross 2002:438,NP
GB286-sapu1248,sapu1248,GB286,0,GB286-0,,s_JacqSidwell_Sapuan[23],Jacq and Sidwell (1999:23),JLA
GB286-sara1321,sara1321,GB286,0,GB286-0,,sd_KeeganKoutou_Na,Keegan (2014:xxi-xxii),NH
GB286-sara1327,sara1327,GB286,0,GB286-0,,s_DuBois_Sarangani-Manobo[14],DuBois 1976: 14,MM
GB286-sara1340,sara1340,GB286,0,GB286-0,,g_McWhorterGood_Saramaccan[173-174],McWhorter and Good (2012:173-174),DB
